origin,dest,passengers,distancemiles,origin_name,origin_cbsa,origin_cbsa_name,dest_name,dest_cbsa,dest_cbsa_name
GSP,MCI,510,753,Greenville-Spartanburg International,43900,"Spartanburg, SC",Kansas City International,28140,"Kansas City, MO-KS"
BOS,OMA,210,1282,Logan International,14460,"Boston-Cambridge-Newton, MA-NH",Eppley Airfield,36540,"Omaha-Council Bluffs, NE-IA"
MAF,SNA,10,919,Midland International Air and Space Port,33260,"Midland, TX",John Wayne Airport-Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA"
SAV,SAN,240,2093,Savannah/Hilton Head International,42340,"Savannah, GA",San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA"
BUF,CMH,20,296,Buffalo Niagara International,15380,"Buffalo-Cheektowaga, NY",John Glenn Columbus International,18140,"Columbus, OH"
MCW,ORD,4660,289,Mason City Municipal,32380,"Mason City, IA",Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
DEC,ORD,7190,156,Decatur Airport,19500,"Decatur, IL",Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
JMS,DEN,8120,573,Jamestown Regional,27420,"Jamestown, ND",Denver International,19740,"Denver-Aurora-Lakewood, CO"
FSD,CLT,4900,1021,Joe Foss Field,43620,"Sioux Falls, SD",Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC"
BOI,MDW,280,1448,Boise Air Terminal,14260,"Boise City, ID",Chicago Midway International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
RNO,MDW,3740,1680,Reno/Tahoe International,39900,"Reno, NV",Chicago Midway International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
HHH,DCA,13230,501,Hilton Head Airport,25940,"Hilton Head Island-Bluffton, SC",Ronald Reagan Washington National,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
SWO,DFW,23340,225,Stillwater Regional,44660,"Stillwater, OK",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
CRW,MCO,17080,686,Yeager,16620,"Charleston, WV",Orlando International,36740,"Orlando-Kissimmee-Sanford, FL"
CPX,SJU,270,47,Benjamin Rivera Noriega,NA,NA,Luis Munoz Marin International,41980,"San Juan-Bayamón-Caguas, PR"
PWM,MIA,1950,1353,Portland International Jetport,38860,"Portland-South Portland, ME",Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
BUF,MIA,2010,1185,Buffalo Niagara International,15380,"Buffalo-Cheektowaga, NY",Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
TWF,DEN,1580,542,Joslin Field - Magic Valley Regional,46300,"Twin Falls, ID",Denver International,19740,"Denver-Aurora-Lakewood, CO"
LGA,SNA,170,2449,LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA",John Wayne Airport-Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA"
FCA,DFW,25820,1390,Glacier Park International,28060,"Kalispell, MT",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
LBF,DEN,10160,228,North Platte Regional Airport Lee Bird Field,35820,"North Platte, NE",Denver International,19740,"Denver-Aurora-Lakewood, CO"
PBI,DAL,940,1091,Palm Beach International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Dallas Love Field,19100,"Dallas-Fort Worth-Arlington, TX"
WYS,SLC,6890,273,Yellowstone,14580,"Bozeman, MT",Salt Lake City International,41620,"Salt Lake City, UT"
TVC,CLT,740,702,Cherry Capital,45900,"Traverse City, MI",Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC"
ICT,BUR,370,1195,Wichita Mid-Continent,48620,"Wichita, KS",Bob Hope,31080,"Los Angeles-Long Beach-Anaheim, CA"
FOD,DEN,250,576,Fort Dodge Regional,22700,"Fort Dodge, IA",Denver International,19740,"Denver-Aurora-Lakewood, CO"
SUN,SFO,8500,587,Friedman Memorial,25200,"Hailey, ID",San Francisco International,41860,"San Francisco-Oakland-Berkeley, CA"
MSO,ORD,7310,1332,Missoula International,33540,"Missoula, MT",Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
FAI,DFW,410,3056,Fairbanks International,21820,"Fairbanks, AK",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
PIB,IAH,8680,372,Hattiesburg-Laurel Regional,29860,"Laurel, MS",George Bush Intercontinental/Houston,26420,"Houston-The Woodlands-Sugar Land, TX"
CMI,CLT,250,522,University of Illinois/Willard,16580,"Champaign-Urbana, IL",Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC"
BUF,RSW,26270,1144,Buffalo Niagara International,15380,"Buffalo-Cheektowaga, NY",Southwest Florida International,15980,"Cape Coral-Fort Myers, FL"
EAU,MSP,120,85,Chippewa Valley Regional,20740,"Eau Claire, WI",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
PBI,HOU,370,948,Palm Beach International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
AVL,DCA,10300,384,Asheville Regional,11700,"Asheville, NC",Ronald Reagan Washington National,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
MEM,SNA,140,1592,Memphis International,32820,"Memphis, TN-MS-AR",John Wayne Airport-Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA"
BOS,DAL,1130,1554,Logan International,14460,"Boston-Cambridge-Newton, MA-NH",Dallas Love Field,19100,"Dallas-Fort Worth-Arlington, TX"
BIL,ORD,4050,1061,Billings Logan International,13740,"Billings, MT",Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
RDM,PDX,1510,116,Roberts Field,13460,"Bend, OR",Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA"
JST,IAD,2970,120,John Murtha Johnstown-Cambria County,27780,"Johnstown, PA",Washington Dulles International,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
STX,STT,270,45,Henry E. Rohlsen,NA,NA,Cyril E King,NA,NA
GRB,IAD,60,670,Green Bay Austin Straubel International,24580,"Green Bay, WI",Washington Dulles International,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
LBB,MDW,300,951,Lubbock Preston Smith International,31180,"Lubbock, TX",Chicago Midway International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
MIA,SWF,3630,1139,Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",New York Stewart International,39100,"Poughkeepsie-Newburgh-Middletown, NY"
GSP,DAL,1760,852,Greenville-Spartanburg International,43900,"Spartanburg, SC",Dallas Love Field,19100,"Dallas-Fort Worth-Arlington, TX"
LEB,BOS,710,109,Lebanon Municipal,30100,"Lebanon, NH-VT",Logan International,14460,"Boston-Cambridge-Newton, MA-NH"
CAE,MIA,3410,563,Columbia Metropolitan,17900,"Columbia, SC",Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
GRR,MIA,5270,1214,Gerald R. Ford International,24340,"Grand Rapids-Kentwood, MI",Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
UIN,ORD,960,222,Quincy Regional-Baldwin Field,39500,"Quincy, IL-MO",Chicago O'Hare International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
MKE,MIA,7470,1258,General Mitchell International,33340,"Milwaukee-Waukesha, WI",Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
RSW,SLC,180,1985,Southwest Florida International,15980,"Cape Coral-Fort Myers, FL",Salt Lake City International,41620,"Salt Lake City, UT"
SYR,MSY,60,1196,Syracuse Hancock International,45060,"Syracuse, NY",Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA"
ALB,MIA,2440,1225,Albany International,10580,"Albany-Schenectady-Troy, NY",Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
PVD,MCI,310,1234,Theodore Francis Green State,39300,"Providence-Warwick, RI-MA",Kansas City International,28140,"Kansas City, MO-KS"
LBB,BNA,370,876,Lubbock Preston Smith International,31180,"Lubbock, TX",Nashville International,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
TUL,MDW,24510,583,Tulsa International,46140,"Tulsa, OK",Chicago Midway International,16980,"Chicago-Naperville-Elgin, IL-IN-WI"
MSN,MIA,840,1300,Dane County Regional-Truax Field,31540,"Madison, WI",Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
RNO,CLT,610,2141,Reno/Tahoe International,39900,"Reno, NV",Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC"
CLE,SLC,1800,1565,Cleveland-Hopkins International,17460,"Cleveland-Elyria, OH",Salt Lake City International,41620,"Salt Lake City, UT"
COS,SJC,870,943,City of Colorado Springs Municipal,17820,"Colorado Springs, CO",Norman Y. Mineta San Jose International,41940,"San Jose-Sunnyvale-Santa Clara, CA"
ORH,PHL,680,241,Worcester Regional,49340,"Worcester, MA-CT",Philadelphia International,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
PDX,SAT,150,1714,Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA",San Antonio International,41700,"San Antonio-New Braunfels, TX"
RIC,STL,420,716,Richmond International,40060,"Richmond, VA",St Louis Lambert International,41180,"St. Louis, MO-IL"
ACY,MYR,47770,466,Atlantic City International,12100,"Atlantic City-Hammonton, NJ",Myrtle Beach International,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
TOL,CLT,310,466,Toledo Express,45780,"Toledo, OH",Charlotte Douglas International,16740,"Charlotte-Concord-Gastonia, NC-SC"
CRP,BUR,40,1312,Corpus Christi International,18580,"Corpus Christi, TX",Bob Hope,31080,"Los Angeles-Long Beach-Anaheim, CA"
ORF,MCI,1180,1021,Norfolk International,47260,"Virginia Beach-Norfolk-Newport News, VA-NC",Kansas City International,28140,"Kansas City, MO-KS"
WRG,ANC,2540,708,Wrangell Airport,NA,NA,Ted Stevens Anchorage International,11260,"Anchorage, AK"
TUL,MIA,1760,1168,Tulsa International,46140,"Tulsa, OK",Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
CAK,MCO,23050,861,Akron-Canton Regional,10420,"Akron, OH",Orlando International,36740,"Orlando-Kissimmee-Sanford, FL"
AMA,HOU,460,537,Rick Husband Amarillo International,11100,"Amarillo, TX",William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX"
GTF,MSP,190,887,Great Falls International,24500,"Great Falls, MT",Minneapolis-St Paul International,33460,"Minneapolis-St. Paul-Bloomington, MN-WI"
SMF,MKE,80,1778,Sacramento International,40900,"Sacramento-Roseville-Folsom, CA",General Mitchell International,33340,"Milwaukee-Waukesha, WI"
CEZ,DEN,400,277,Cortez Municipal,NA,NA,Denver International,19740,"Denver-Aurora-Lakewood, CO"
BTV,MIA,860,1348,Burlington International,15540,"Burlington-South Burlington, VT",Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
MCK,DEN,240,218,McCook Ben Nelson Regional,NA,NA,Denver International,19740,"Denver-Aurora-Lakewood, CO"
PAE,DEN,140,1036,Snohomish County,42660,"Seattle-Tacoma-Bellevue, WA",Denver International,19740,"Denver-Aurora-Lakewood, CO"
OWB,STL,240,188,Owensboro Daviess County,36980,"Owensboro, KY",St Louis Lambert International,41180,"St. Louis, MO-IL"
RIC,LAS,1890,2086,Richmond International,40060,"Richmond, VA",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
BTV,DFW,2860,1510,Burlington International,15540,"Burlington-South Burlington, VT",Dallas/Fort Worth International,19100,"Dallas-Fort Worth-Arlington, TX"
ACY,MIA,26210,998,Atlantic City International,12100,"Atlantic City-Hammonton, NJ",Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
MYR,MIA,6450,549,Myrtle Beach International,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC",Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
ATL,LGB,1480,1933,Hartsfield-Jackson Atlanta International,12060,"Atlanta-Sandy Springs-Alpharetta, GA",Long Beach Airport,31080,"Los Angeles-Long Beach-Anaheim, CA"
BUF,BNA,750,633,Buffalo Niagara International,15380,"Buffalo-Cheektowaga, NY",Nashville International,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN"
LGB,PHL,130,2391,Long Beach Airport,31080,"Los Angeles-Long Beach-Anaheim, CA",Philadelphia International,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD"
PDX,BDL,90,2470,Portland International,38900,"Portland-Vancouver-Hillsboro, OR-WA",Bradley International,25540,"Hartford-East Hartford-Middletown, CT"
HDN,SAN,2550,769,Yampa Valley,44460,"Steamboat Springs, CO",San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA"
BOS,STT,20440,1693,Logan International,14460,"Boston-Cambridge-Newton, MA-NH",Cyril E King,NA,NA
SEA,HDN,2090,891,Seattle/Tacoma International,42660,"Seattle-Tacoma-Bellevue, WA",Yampa Valley,44460,"Steamboat Springs, CO"
EWR,HDN,2930,1728,Newark Liberty International,35620,"New York-Newark-Jersey City, NY-NJ-PA",Yampa Valley,44460,"Steamboat Springs, CO"
BWI,OMA,1420,1025,Baltimore/Washington International,12580,"Baltimore-Columbia-Towson, MD",Eppley Airfield,36540,"Omaha-Council Bluffs, NE-IA"
MCI,ROC,50,925,Kansas City International,28140,"Kansas City, MO-KS",Greater Rochester International,40380,"Rochester, NY"
SJU,PIT,130,1739,Luis Munoz Marin International,41980,"San Juan-Bayamón-Caguas, PR",Pittsburgh International,38300,"Pittsburgh, PA"
TLH,FLL,2470,393,Tallahassee Regional,45220,"Tallahassee, FL",Fort Lauderdale-Hollywood International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
HVN,RSW,30560,1134,Tweed New Haven,35300,"New Haven-Milford, CT",Southwest Florida International,15980,"Cape Coral-Fort Myers, FL"
BOS,PSP,690,2517,Logan International,14460,"Boston-Cambridge-Newton, MA-NH",Palm Springs International,40140,"Riverside-San Bernardino-Ontario, CA"
EWR,EGE,12020,1725,Newark Liberty International,35620,"New York-Newark-Jersey City, NY-NJ-PA",Eagle County Regional,20780,"Edwards, CO"
CLE,SRQ,7260,967,Cleveland-Hopkins International,17460,"Cleveland-Elyria, OH",Sarasota/Bradenton International,35840,"North Port-Sarasota-Bradenton, FL"
ISP,MYR,11420,586,Long Island MacArthur,35620,"New York-Newark-Jersey City, NY-NJ-PA",Myrtle Beach International,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
MSN,LAS,6270,1454,Dane County Regional-Truax Field,31540,"Madison, WI",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
SWF,MIA,3770,1139,New York Stewart International,39100,"Poughkeepsie-Newburgh-Middletown, NY",Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
SYR,TPA,14270,1104,Syracuse Hancock International,45060,"Syracuse, NY",Tampa International,45300,"Tampa-St. Petersburg-Clearwater, FL"
XNA,LAS,12370,1163,Northwest Arkansas Regional,22220,"Fayetteville-Springdale-Rogers, AR",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
RDU,SBN,190,571,Raleigh-Durham International,39580,"Raleigh-Cary, NC",South Bend Regional,43780,"South Bend-Mishawaka, IN-MI"
AMA,ECP,70,983,Rick Husband Amarillo International,11100,"Amarillo, TX",Northwest Florida Beaches International,37460,"Panama City, FL"
AUS,MYR,380,1125,Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX",Myrtle Beach International,34820,"Myrtle Beach-Conway-North Myrtle Beach, SC-NC"
BHM,MAF,140,906,Birmingham-Shuttlesworth International,13820,"Birmingham-Hoover, AL",Midland International Air and Space Port,33260,"Midland, TX"
BNA,AMA,120,847,Nashville International,34980,"Nashville-Davidson--Murfreesboro--Franklin, TN",Rick Husband Amarillo International,11100,"Amarillo, TX"
BUR,ABQ,27920,672,Bob Hope,31080,"Los Angeles-Long Beach-Anaheim, CA",Albuquerque International Sunport,10740,"Albuquerque, NM"
DCA,HDN,40,1605,Ronald Reagan Washington National,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV",Yampa Valley,44460,"Steamboat Springs, CO"
ELP,RNO,90,920,El Paso International,21340,"El Paso, TX",Reno/Tahoe International,39900,"Reno, NV"
GSP,TPA,760,477,Greenville-Spartanburg International,43900,"Spartanburg, SC",Tampa International,45300,"Tampa-St. Petersburg-Clearwater, FL"
HRL,ECP,70,776,Valley International,15180,"Brownsville-Harlingen, TX",Northwest Florida Beaches International,37460,"Panama City, FL"
LBB,SAN,80,892,Lubbock Preston Smith International,31180,"Lubbock, TX",San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA"
LGB,MCO,700,2203,Long Beach Airport,31080,"Los Angeles-Long Beach-Anaheim, CA",Orlando International,36740,"Orlando-Kissimmee-Sanford, FL"
MCI,JAX,1150,955,Kansas City International,28140,"Kansas City, MO-KS",Jacksonville International,27260,"Jacksonville, FL"
MCI,PIT,1650,773,Kansas City International,28140,"Kansas City, MO-KS",Pittsburgh International,38300,"Pittsburgh, PA"
OAK,PIT,140,2244,Metropolitan Oakland International,41860,"San Francisco-Oakland-Berkeley, CA",Pittsburgh International,38300,"Pittsburgh, PA"
PBI,ORF,30,740,Palm Beach International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Norfolk International,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
PHL,TUS,20,2056,Philadelphia International,37980,"Philadelphia-Camden-Wilmington, PA-NJ-DE-MD",Tucson International,46060,"Tucson, AZ"
SAV,TUL,10,886,Savannah/Hilton Head International,42340,"Savannah, GA",Tulsa International,46140,"Tulsa, OK"
SMF,BZN,140,724,Sacramento International,40900,"Sacramento-Roseville-Folsom, CA",Bozeman Yellowstone International,14580,"Bozeman, MT"
SMF,ELP,540,981,Sacramento International,40900,"Sacramento-Roseville-Folsom, CA",El Paso International,21340,"El Paso, TX"
SNA,MAF,270,919,John Wayne Airport-Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",Midland International Air and Space Port,33260,"Midland, TX"
SNA,RSW,40,2206,John Wayne Airport-Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",Southwest Florida International,15980,"Cape Coral-Fort Myers, FL"
TUS,DAL,840,824,Tucson International,46060,"Tucson, AZ",Dallas Love Field,19100,"Dallas-Fort Worth-Arlington, TX"
VPS,DTW,30,828,Eglin AFB Destin Fort Walton Beach,18880,"Crestview-Fort Walton Beach-Destin, FL",Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI"
STS,LAS,23860,454,Charles M. Schulz - Sonoma County,42220,"Santa Rosa-Petaluma, CA",McCarran International,29820,"Las Vegas-Henderson-Paradise, NV"
BOS,SMF,13540,2636,Logan International,14460,"Boston-Cambridge-Newton, MA-NH",Sacramento International,40900,"Sacramento-Roseville-Folsom, CA"
HRL,MAF,190,480,Valley International,15180,"Brownsville-Harlingen, TX",Midland International Air and Space Port,33260,"Midland, TX"
OKC,LBB,80,269,Will Rogers World,36420,"Oklahoma City, OK",Lubbock Preston Smith International,31180,"Lubbock, TX"
OMA,JAX,190,1088,Eppley Airfield,36540,"Omaha-Council Bluffs, NE-IA",Jacksonville International,27260,"Jacksonville, FL"
LGA,MTJ,920,1810,LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA",Montrose Regional,33940,"Montrose, CO"
GRB,MCO,8200,1169,Green Bay Austin Straubel International,24580,"Green Bay, WI",Orlando International,36740,"Orlando-Kissimmee-Sanford, FL"
TTN,RSW,20840,1028,Trenton Mercer,45940,"Trenton-Princeton, NJ",Southwest Florida International,15980,"Cape Coral-Fort Myers, FL"
SNA,OKC,30,1160,John Wayne Airport-Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",Will Rogers World,36420,"Oklahoma City, OK"
BZN,COS,30,583,Bozeman Yellowstone International,14580,"Bozeman, MT",City of Colorado Springs Municipal,17820,"Colorado Springs, CO"
FLL,BZN,1670,2183,Fort Lauderdale-Hollywood International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Bozeman Yellowstone International,14580,"Bozeman, MT"
CMH,PNS,200,700,John Glenn Columbus International,18140,"Columbus, OH",Pensacola Gulf Coast Regional,37860,"Pensacola-Ferry Pass-Brent, FL"
MIA,BUR,210,2340,Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Bob Hope,31080,"Los Angeles-Long Beach-Anaheim, CA"
PSP,GEG,250,953,Palm Springs International,40140,"Riverside-San Bernardino-Ontario, CA",Spokane International,44060,"Spokane-Spokane Valley, WA"
SJU,PVD,150,1636,Luis Munoz Marin International,41980,"San Juan-Bayamón-Caguas, PR",Theodore Francis Green State,39300,"Providence-Warwick, RI-MA"
ROC,MIA,3700,1203,Greater Rochester International,40380,"Rochester, NY",Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
DAL,ISP,330,1420,Dallas Love Field,19100,"Dallas-Fort Worth-Arlington, TX",Long Island MacArthur,35620,"New York-Newark-Jersey City, NY-NJ-PA"
IND,SJU,1730,1902,Indianapolis International,26900,"Indianapolis-Carmel-Anderson, IN",Luis Munoz Marin International,41980,"San Juan-Bayamón-Caguas, PR"
LGA,SFO,90,2579,LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA",San Francisco International,41860,"San Francisco-Oakland-Berkeley, CA"
MCO,VPS,40,345,Orlando International,36740,"Orlando-Kissimmee-Sanford, FL",Eglin AFB Destin Fort Walton Beach,18880,"Crestview-Fort Walton Beach-Destin, FL"
OAK,MCO,930,2438,Metropolitan Oakland International,41860,"San Francisco-Oakland-Berkeley, CA",Orlando International,36740,"Orlando-Kissimmee-Sanford, FL"
PBI,CLE,60,1020,Palm Beach International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Cleveland-Hopkins International,17460,"Cleveland-Elyria, OH"
SJC,DTW,190,2062,Norman Y. Mineta San Jose International,41940,"San Jose-Sunnyvale-Santa Clara, CA",Detroit Metro Wayne County,19820,"Detroit-Warren-Dearborn, MI"
EGE,LGA,790,1739,Eagle County Regional,20780,"Edwards, CO",LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA"
MKE,BHM,50,650,General Mitchell International,33340,"Milwaukee-Waukesha, WI",Birmingham-Shuttlesworth International,13820,"Birmingham-Hoover, AL"
SNA,PIT,200,2115,John Wayne Airport-Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA",Pittsburgh International,38300,"Pittsburgh, PA"
ALB,CHS,40,760,Albany International,10580,"Albany-Schenectady-Troy, NY",Charleston AFB/International,16700,"Charleston-North Charleston, SC"
AMA,PHX,40,602,Rick Husband Amarillo International,11100,"Amarillo, TX",Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ"
AUS,BHM,1090,682,Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX",Birmingham-Shuttlesworth International,13820,"Birmingham-Hoover, AL"
BHM,AMA,20,861,Birmingham-Shuttlesworth International,13820,"Birmingham-Hoover, AL",Rick Husband Amarillo International,11100,"Amarillo, TX"
CMH,VPS,110,687,John Glenn Columbus International,18140,"Columbus, OH",Eglin AFB Destin Fort Walton Beach,18880,"Crestview-Fort Walton Beach-Destin, FL"
FAT,ELP,60,836,Fresno Yosemite International,23420,"Fresno, CA",El Paso International,21340,"El Paso, TX"
HOU,PBI,60,948,William P Hobby,26420,"Houston-The Woodlands-Sugar Land, TX",Palm Beach International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL"
JAN,DEN,610,967,Jackson Medgar Wiley Evers International,27140,"Jackson, MS",Denver International,19740,"Denver-Aurora-Lakewood, CO"
LGB,LBB,40,939,Long Beach Airport,31080,"Los Angeles-Long Beach-Anaheim, CA",Lubbock Preston Smith International,31180,"Lubbock, TX"
MAF,LAX,70,951,Midland International Air and Space Port,33260,"Midland, TX",Los Angeles International,31080,"Los Angeles-Long Beach-Anaheim, CA"
MKE,MSY,210,903,General Mitchell International,33340,"Milwaukee-Waukesha, WI",Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA"
MKE,RDU,830,689,General Mitchell International,33340,"Milwaukee-Waukesha, WI",Raleigh-Durham International,39580,"Raleigh-Cary, NC"
OMA,IAD,710,988,Eppley Airfield,36540,"Omaha-Council Bluffs, NE-IA",Washington Dulles International,47900,"Washington-Arlington-Alexandria, DC-VA-MD-WV"
ONT,EUG,310,757,Ontario International,40140,"Riverside-San Bernardino-Ontario, CA",Mahlon Sweet Field,21660,"Eugene-Springfield, OR"
PBI,BUF,120,1123,Palm Beach International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Buffalo Niagara International,15380,"Buffalo-Cheektowaga, NY"
SAN,SDF,870,1804,San Diego International,41740,"San Diego-Chula Vista-Carlsbad, CA",Louisville Muhammad Ali International,31140,"Louisville/Jefferson County, KY-IN"
SAT,MEM,140,625,San Antonio International,41700,"San Antonio-New Braunfels, TX",Memphis International,32820,"Memphis, TN-MS-AR"
SBA,ABQ,10,754,Santa Barbara Municipal,42200,"Santa Maria-Santa Barbara, CA",Albuquerque International Sunport,10740,"Albuquerque, NM"
SBA,TUS,10,539,Santa Barbara Municipal,42200,"Santa Maria-Santa Barbara, CA",Tucson International,46060,"Tucson, AZ"
STL,MAF,170,815,St Louis Lambert International,41180,"St. Louis, MO-IL",Midland International Air and Space Port,33260,"Midland, TX"
TUS,AUS,270,797,Tucson International,46060,"Tucson, AZ",Austin - Bergstrom International,12420,"Austin-Round Rock-Georgetown, TX"
OMA,RSW,7410,1299,Eppley Airfield,36540,"Omaha-Council Bluffs, NE-IA",Southwest Florida International,15980,"Cape Coral-Fort Myers, FL"
PIT,ORF,60,330,Pittsburgh International,38300,"Pittsburgh, PA",Norfolk International,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
MIA,MSN,610,1300,Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Dane County Regional-Truax Field,31540,"Madison, WI"
BWI,BOI,810,2059,Baltimore/Washington International,12580,"Baltimore-Columbia-Towson, MD",Boise Air Terminal,14260,"Boise City, ID"
COS,ORF,60,1558,City of Colorado Springs Municipal,17820,"Colorado Springs, CO",Norfolk International,47260,"Virginia Beach-Norfolk-Newport News, VA-NC"
LIT,OAK,110,1681,Adams Field,30780,"Little Rock-North Little Rock-Conway, AR",Metropolitan Oakland International,41860,"San Francisco-Oakland-Berkeley, CA"
LGA,SBN,1010,651,LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA",South Bend Regional,43780,"South Bend-Mishawaka, IN-MI"
JFK,EGE,9400,1746,John F. Kennedy International,35620,"New York-Newark-Jersey City, NY-NJ-PA",Eagle County Regional,20780,"Edwards, CO"
IND,MSY,780,707,Indianapolis International,26900,"Indianapolis-Carmel-Anderson, IN",Louis Armstrong New Orleans International,35380,"New Orleans-Metairie, LA"
DLH,RSW,5400,1512,Duluth International,20260,"Duluth, MN-WI",Southwest Florida International,15980,"Cape Coral-Fort Myers, FL"
ALB,SNA,20,2449,Albany International,10580,"Albany-Schenectady-Troy, NY",John Wayne Airport-Orange County,31080,"Los Angeles-Long Beach-Anaheim, CA"
PHX,LGA,5430,2149,Phoenix Sky Harbor International,38060,"Phoenix-Mesa-Chandler, AZ",LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA"
MIA,EGE,9940,1810,Miami International,33100,"Miami-Fort Lauderdale-Pompano Beach, FL",Eagle County Regional,20780,"Edwards, CO"
LGA,JAC,1490,1887,LaGuardia,35620,"New York-Newark-Jersey City, NY-NJ-PA",Jackson Hole,27220,"Jackson, WY-ID"
DEN,SBN,60,969,Denver International,19740,"Denver-Aurora-Lakewood, CO",South Bend Regional,43780,"South Bend-Mishawaka, IN-MI"
